,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1542,5cxq7YCarud9twaVh6Y3Rt,Glee Cast,"Glee: The Music, The Complete Season Three",Somebody That I Used To Know (Glee Cast Version),46,246186,False,0.833,0.467,8,-7.693,1,0.0355,0.554,1.14e-05,0.135,0.814,128.918,4,club
1543,2MLPCjSRpBVLoX6y2P6vJ9,Glee Cast,"Glee: The Music, We Built This Glee Club",Take Me to Church (Glee Cast Version),46,242440,False,0.469,0.649,4,-7.056,0,0.0419,0.44,0.0,0.102,0.425,129.043,3,club
1544,7LqfLfRDpJQkr5LHtPMLql,Glee Cast,"Glee: The Music, The Complete Season Three",Cough Syrup (Glee Cast Version),53,251280,False,0.579,0.833,2,-5.371,1,0.0276,0.0103,2.24e-05,0.105,0.343,129.009,4,club
1545,1JQcgccHr9uIhlj3sUtUTw,Glee Cast,"Glee: The Music, The Complete Season Two",Don't Stop,25,196933,False,0.589,0.87,7,-4.79,1,0.0321,0.0557,3e-06,0.205,0.577,120.99,4,club
1546,1c7h130PVLDvjuztyMlfSG,Glee Cast,"Glee: The Music, The Complete Season Two",As If We Never Said Goodbye,25,294933,False,0.326,0.263,3,-9.668,1,0.0375,0.599,2.3e-06,0.221,0.229,111.109,3,club
1547,4u4FI7ZplnBpQ3Id8yU3uW,Neo Fresco,"No False Idols, Chapter 1",Sublimation,46,266213,False,0.778,0.64,2,-7.051,1,0.088,0.0381,0.435,0.0946,0.487,110.009,4,club
1548,0F1yb5tFzXDocAXqcljA9H,El Tigr3,¡Roar!,She Swallowed Burning Coals,47,279420,False,0.641,0.645,1,-7.996,1,0.0479,0.0418,0.0404,0.147,0.342,109.994,4,club
1549,26vsNNsXVJ45soCZcCtKUN,Glee Cast,Britney 2.0,Oops!... I Did It Again (Glee Cast Version),43,171093,False,0.706,0.667,8,-5.243,1,0.0517,0.0125,1.09e-06,0.531,0.539,98.97,4,club
1550,7KkNDNSl8N9yT9VyQHre73,Gost,Behemoth,Reign in Hell,47,111250,False,0.614,0.942,7,-1.744,1,0.0541,7.55e-06,0.92,0.0978,0.345,122.992,4,club
1551,1OsOKKocRWMSWzC6fgdQFT,The 6ths,Wasps' Nests,Movies In My Head,23,258466,False,0.521,0.67,2,-10.742,1,0.0327,0.258,0.659,0.0744,0.872,148.417,4,club
1552,6m2qba8pt0oa13nBLA2Nt2,Glee Cast,"Glee: The Music, The Complete Season Three",Survivor / I Will Survive,54,208573,False,0.563,0.913,9,-4.384,0,0.225,0.00773,0.0,0.127,0.311,128.083,4,club
1553,06SiZAfeYY3rDYRFc4Dlek,Glee Cast;Kristin Chenoweth,"Glee: The Music, The Complete Season One",Fire (Glee Cast Version) (feat. Kristin Chenoweth),36,204453,False,0.796,0.544,5,-5.564,1,0.0427,0.147,0.0,0.138,0.487,117.987,4,club
1554,0MBcVBOZy6yR3fZ6R2SFeu,The Magnetic Fields,i,It's Only Time,33,265720,False,0.656,0.484,2,-7.23,1,0.0246,0.268,0.00236,0.124,0.453,100.548,4,club
1555,1wPZSxai0IQWb3eB0iabbH,Owl Vision,Doomster,Holy Shit,44,268623,False,0.638,0.915,7,-3.083,1,0.0434,0.00031,0.754,0.121,0.132,109.01,4,club
1556,3gHizsJz9wunLcqn0Ygel1,Kyle Edwards;DJ Bake,Know Everything (Jersey Club) [feat. DJ Bake],Know Everything (Jersey Club) [feat. DJ Bake],20,109766,False,0.912,0.833,2,-6.093,1,0.516,0.158,0.378,0.0821,0.281,139.952,4,club
1557,0LpE5tfNe15QLvQL4YDi7T,Glee Cast,"Glee: The Music, Volume 3 Showstoppers",Bad Romance (Glee Cast Version),47,294226,False,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,4,club
1558,27kzeiYID7wyktLz6YdfHV,Glee Cast,Whenever I Call You Friend (Glee Cast Version),Whenever I Call You Friend (Glee Cast Version),22,248013,False,0.413,0.853,0,-6.375,1,0.0699,0.193,0.0,0.0606,0.35,129.883,4,club
1559,1BJAi32qx32HYnv9G0iZRV,Glee Cast,"Glee: The Music, The Complete Season Two",Bella Notte,21,151120,False,0.295,0.205,2,-8.163,1,0.0289,0.627,0.0,0.0653,0.408,93.288,4,club
1560,37GD7jrPe7DubPim1i5kJI,Daniel Deluxe,Corruptor,Blood Magic,45,214874,False,0.582,0.869,2,-7.114,1,0.0322,0.000151,0.141,0.0917,0.0715,105.001,4,club
1561,77GcYr9JP6uvJM0kPa6Nzk,Glee Cast,"Glee: The Music, The Christmas Album Vol. 3",Jingle Bell Rock,48,152946,False,0.623,0.738,3,-5.709,1,0.0281,0.179,0.0,0.146,0.874,152.066,4,club
1562,03X1SHRxnIb2jtjcQx54Et,Gost,Skull,Cursed,50,213159,False,0.583,0.929,1,-5.106,1,0.198,0.00115,0.873,0.164,0.285,118.0,4,club
1563,2gvkj2LCOBF9Ysi52KVzYl,Kyle Edwards;DJ Smallz 732,$ave Dat Money (Jersey Club),$ave Dat Money (Jersey Club),20,124917,True,0.935,0.689,0,-7.993,0,0.285,0.00907,1.35e-05,0.0785,0.808,139.913,4,club
1564,4SOnL149BShT4rIN3mHBpP,Le Castle Vania,Payday,Use of Force,41,225730,False,0.592,0.886,2,-2.775,1,0.0311,6.45e-05,0.804,0.302,0.136,117.0,4,club
1565,3dF5c8lFKYH7pxOEWDVwB5,Allo Darlin',We Come from the Same Place,We Come from the Same Place,19,277386,False,0.511,0.682,4,-8.897,1,0.0322,0.111,0.00327,0.116,0.438,164.721,4,club
1566,6SluKjEbTkN9eUn6C4Qzh0,Glee Cast,"Glee: The Music, The Complete Season Three",It's All Coming Back To Me Now (Glee Cast Version),48,322933,False,0.269,0.516,0,-7.361,1,0.0366,0.406,0.0,0.117,0.341,178.174,4,club
1567,58Q3bM45iawA7RaPJY5c3S,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Born This Way,20,239266,False,0.511,0.939,11,-6.039,0,0.0943,0.000163,0.0105,0.949,0.176,123.997,4,club
1568,6cNSOKvw5hYVrOCrLw8joJ,Glee Cast;Neil Patrick Harris,"Glee: The Music, Volume 3 Showstoppers",Dream On (Glee Cast Version) (feat. Neil Patrick Harris),49,274133,False,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,4,club
1569,6cJYecL5EcPoRROOHBxtX5,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),I'm A Slave 4 U,20,203586,False,0.778,0.839,7,-7.795,1,0.0944,0.0852,0.000133,0.396,0.535,110.005,4,club
1570,2zphznHEwLRNCC6P1lJoIX,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Dog Days Are Over,20,178893,False,0.382,0.81,7,-5.696,1,0.0677,0.312,4.69e-06,0.741,0.352,150.06,4,club
1571,6WrtyVY9CgbXi8TbAOr3KH,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Firework (Glee Cast Concert Version),20,164320,False,0.532,0.875,10,-6.057,0,0.0543,0.0231,0.0,0.946,0.397,124.058,4,club
1572,7xdMHkLSF7zRRmml8BWunV,Glee Cast;Gwyneth Paltrow,Glee The 3D Concert Movie (Motion Picture Soundtrack),Forget You (feat. Gwyneth Paltrow),20,162080,False,0.571,0.947,7,-4.695,1,0.0812,0.176,0.0,0.9,0.579,127.411,4,club
1573,05wRpBHnbs5xsz8UhRZz3x,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Safety Dance,20,154626,False,0.609,0.947,8,-5.823,0,0.234,0.0389,0.0,0.956,0.177,105.012,4,club
1574,0MGkVtHqa6hp9WFaUc0fq1,Le Castle Vania,Payday,Fully Loaded Epic Win,39,187001,False,0.679,0.952,1,-2.777,1,0.0596,1.66e-05,0.686,0.515,0.175,128.033,4,club
1575,2IfDGY0NSaCucgusiXGhFX,Haezer;Born I,You Feel Me,You Feel Me - Original Mix,43,191612,False,0.685,0.989,7,-2.347,1,0.206,0.275,0.0,0.225,0.505,123.987,4,club
1576,4gyo8vLgo6MPiqqEiM4Tv6,Glee Cast,Don't Rain on My Parade (Glee Cast Version),Don't Rain on My Parade (Glee Cast Version),47,167640,False,0.544,0.797,1,-5.187,1,0.162,0.199,0.0,0.0986,0.384,77.565,4,club
1577,5yDeRxGhyl6MjnJ93dTwdK,Girl Pusher,Singles,Disconnect,18,83555,False,0.617,0.776,4,-8.746,1,0.0406,0.0253,0.88,0.117,0.884,135.043,4,club
1578,7lUA5kETZGrFSRUzXHAQtZ,Glee Cast,"Glee: The Music, The Complete Season Four",Chasing Pavements (Glee Cast Version),46,210813,False,0.573,0.499,3,-6.363,1,0.0275,0.578,0.0,0.118,0.288,80.059,4,club
1579,2L4ppJgbf6JxcRV1lUkaAg,Glee Cast,"Glee: The Music, The Complete Season Three",Here's To Us (Glee Cast Version),43,180880,False,0.418,0.867,11,-3.844,1,0.0393,0.00176,0.0,0.238,0.433,80.123,4,club
1580,0mZlsjRxRwzgdexzQKkxVj,Kyle Edwards;DJ Bake,Just Dance,Sex with Me,18,123480,True,0.866,0.75,1,-5.416,0,0.33,0.142,9.36e-06,0.141,0.527,139.977,4,club
1581,56i0pQMTaM9Hq1gvjF9p9m,Glee Cast,"Glee: The Music, The Complete Season Four",Wannabe (Glee Cast Version),42,167800,False,0.778,0.897,11,-4.159,1,0.0348,0.167,0.0,0.895,0.816,111.127,4,club
1582,0sr2wvf1XUZGX7i9RBzgL1,Glee Cast,"Glee: The Music, The Complete Season Four",Call Me Maybe (Glee Cast Version),41,193280,False,0.754,0.64,7,-5.595,1,0.039,0.114,0.0,0.335,0.722,120.03,4,club
1583,6FwXHGxQrdsxvQV7Kfs2XN,Girl Pusher,Groceries EP 2,For the Love of Holy Ghost Power,18,158333,False,0.445,0.646,5,-13.065,1,0.0674,0.0467,0.476,0.253,0.0958,95.267,5,club
1584,7oN2q9L9YShc6weFVvnnxA,Glee Cast,"Glee: The Music, Volume 3 Showstoppers",Gives You Hell (Glee Cast Version),48,206666,False,0.752,0.605,6,-5.569,1,0.032,0.0807,0.0,0.112,0.789,100.007,4,club
1585,63RjPVTZMZkwb7jsGHynUI,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Happy Days Are Here Again / Get Happy,18,171840,False,0.27,0.575,8,-7.51,1,0.0632,0.762,0.0,0.908,0.313,69.142,4,club
1586,61c03vsfswPXqPsf5EhEr6,Glee Cast,"Glee: The Music, The Untitled Rachel Berry Project",Pompeii (Glee Cast Version),44,214000,False,0.641,0.66,2,-6.165,1,0.0371,0.0171,0.0,0.161,0.29,127.473,4,club
1587,6tdjG97rdzv0LvSEE0hQhR,Glee Cast,"Glee: The Music, The Complete Season Two",There's A Light (Over At The Frankenstein Place),18,153493,False,0.262,0.453,4,-7.203,1,0.0284,0.255,6.28e-06,0.104,0.348,177.667,4,club
1588,75lfNSIGcFTk3nBX6HyMu7,Glee Cast,"Glee: The Music, The Complete Season Three",Glory Days (Glee Cast Version),19,212133,False,0.622,0.844,9,-4.469,1,0.0361,0.114,0.0,0.107,0.885,120.024,4,club
1589,6tS9z4PYZpOFaHFs6Nuoz0,Sharaya J,Banji,Banji,34,155110,False,0.828,0.784,1,-6.782,1,0.287,0.0611,0.0,0.175,0.391,131.791,4,club
1590,7AaM3qK1PnqW2JkQxq6TeQ,Kick Puncher,Magnatron,Resolution,41,184000,False,0.389,0.583,6,-9.353,0,0.0399,0.00102,0.866,0.0632,0.0393,90.074,4,club
1591,1oqIgJpPpW9wwXcitli8EF,Glee Cast,"Glee: The Music, The Complete Season Two",Telephone,44,222960,False,0.729,0.804,5,-5.183,0,0.0329,0.00363,3.12e-06,0.11,0.749,122.021,4,club
1592,0fkgNje097R3eszeV59iTI,Power Glove,Far Cry 3: Blood Dragon (Original Game Soundtrack),Blood Dragon Theme,43,184000,False,0.493,0.92,10,-6.39,0,0.0331,0.000472,0.687,0.0907,0.804,144.009,4,club
1593,7GeYvtNRnQc8WmHZXz2set,Glee Cast,"Glee: The Music, The Complete Season Three",Without You,46,210586,False,0.467,0.749,7,-6.086,1,0.0525,0.149,7.44e-06,0.0865,0.0975,127.887,4,club
1594,5wblUEYtyquHtluFdKlMhs,Glee Cast;Demi Lovato;Adam Lambert,A Katy or a Gaga (Music from the Episode),Roar (Glee Cast Version) (feat. Demi Lovato & Adam Lambert),41,225440,False,0.639,0.754,7,-5.075,0,0.0291,0.0145,6.63e-05,0.0672,0.628,89.959,4,club
1595,17vvsRxWjU6iK2KFPANn6h,Glee Cast,"Glee: The Music, The Complete Season Four",Wake Me Up Before You Go-Go (Glee Cast Version),45,228973,False,0.657,0.867,5,-4.67,0,0.0763,0.0415,0.0,0.084,0.862,81.322,4,club
1596,2AZng4FjjurxDHGDOx5z6Z,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Sing (Glee Cast Concert Version),18,160626,False,0.539,0.945,7,-4.897,0,0.0686,0.0187,0.0,0.867,0.268,111.012,4,club
1597,0I43ju6kU6lWOyElMDJEj9,Glee Cast;Ricky Martin,"Glee: The Music, The Complete Season Three",La Isla Bonita (Glee Cast Version) (feat. Ricky Martin),46,194586,False,0.694,0.724,1,-5.992,1,0.0529,0.00119,1.26e-05,0.108,0.335,113.02,4,club
1598,4Vbwap6K56bB5sYnBBD6GY,Glee Cast,The Quarterback,Make You Feel My Love (Glee Cast Version),46,195440,False,0.37,0.12,10,-12.637,1,0.0335,0.979,0.00154,0.0816,0.19,77.404,1,club
1599,7melzi9ApEUgOUapxhTVKP,Glee Cast,A Katy or a Gaga (Music from the Episode),Wide Awake (Glee Cast Version),41,212133,False,0.427,0.23,5,-8.935,1,0.0338,0.927,0.0,0.173,0.27,133.347,4,club
1600,22k97IzqwfJvz1Fk0C5nW1,Glee Cast,Glee: The Music presents Glease,You're The One That I Want (Glee Cast Version),46,167293,False,0.732,0.9,0,-4.957,1,0.0626,0.0753,3.68e-05,0.128,0.694,106.998,4,club
1601,6BunoFOFJ537xcmzFVvBsz,DJ LILMAN;DJ Taj,One Leg Get Back (feat. DJ Taj),One Leg Get Back (feat. DJ Taj),17,172461,False,0.937,0.813,1,-4.612,1,0.3,0.104,0.0,0.279,0.6,137.974,4,club
1602,5oBvGaf71ARBNmzO0OPOdt,Glee Cast,"Glee: The Music, Season 4 Volume 1",Live While We're Young (Glee Cast Version),40,198640,False,0.648,0.826,2,-5.069,1,0.0674,0.0658,0.0,0.341,0.849,126.021,4,club
1603,1ZZJmQTmZ1xqi3sL8n3PkR,Glee Cast,"Glee: The Music, The Complete Season Two",Tik Tok (Glee Cast Version),41,199080,False,0.753,0.747,2,-4.314,0,0.0423,0.145,0.0,0.319,0.915,120.115,4,club
1604,1v3RJ3mtHllca29JVi12OB,Glee Cast;Gwyneth Paltrow,"Glee: The Music, The Complete Season Two",Singing In The Rain / Umbrella (feat. Gwyneth Paltrow),46,183293,False,0.596,0.74,0,-5.552,1,0.0486,0.00724,0.0,0.357,0.527,88.935,4,club
1605,06MiHpV03vUtw7yTKDVKHd,Girl Pusher,Groceries EP 2,I Don't Like People,17,72312,False,0.51,0.816,3,-8.712,1,0.0988,0.091,0.0,0.146,0.757,110.897,3,club
1606,4hElemKogZAQkyalmaMu9f,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),I Want To Hold Your Hand,17,188173,False,0.241,0.552,7,-8.352,1,0.032,0.564,0.211,0.892,0.068,77.939,4,club
1607,2RF6eSUY1uOWaQjIC4rAFb,Glee Cast,"Glee: The Music, The Complete Season One",Halo / Walking On Sunshine,49,125013,False,0.243,0.91,9,-5.193,1,0.111,0.066,3.37e-06,0.137,0.252,193.95,4,club
1608,71WLu8I7YigziuM35wmsup,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Fat Bottomed Girls,18,140546,False,0.391,0.892,7,-5.226,1,0.0545,0.0112,0.0,0.733,0.414,90.155,3,club
1609,2ai00wzDJkotEhAKqCN93d,Glee Cast;Adam Lambert,Gloria (Glee Cast Version) (feat. Adam Lambert),Gloria (Glee Cast Version) (feat. Adam Lambert),49,221640,False,0.689,0.884,9,-4.199,1,0.0398,0.00834,0.0,0.27,0.673,133.019,4,club
1610,1DvYAcGqkmL2ZIxaHk8Alb,Glee Cast,"Glee: The Music, The Complete Season Three",Do They Know It's Christmas?,17,205360,False,0.497,0.731,10,-5.427,1,0.0327,0.00085,6.96e-06,0.261,0.558,115.988,4,club
1611,2QuQnPXZ0BRgNoDW5b1Ee7,Doon Kanda,Heart EP,Axolotl,36,172015,False,0.777,0.797,2,-10.404,1,0.0988,0.361,0.963,0.0686,0.822,130.276,4,club
1612,096mBvW2OMGWRdF6VCo4GA,DJ Sliink;TWRK;Green Lantern,Trifecta (We Came To Party),Trifecta (We Came To Party),37,318020,False,0.631,1.0,1,-6.694,1,0.321,0.00185,0.58,0.0598,0.326,140.046,4,club
1613,44Y7sLVnDebyXtdkbY9zMx,Glee Cast,"Glee: The Music, Dreams Come True",I Lived (Glee Cast Version),45,244200,False,0.575,0.803,2,-6.193,1,0.0318,0.11,0.0,0.144,0.325,120.02,4,club
1614,3vwTNVxHRpRw9Jr4RT7HJF,Glee Cast,"Glee: The Music, The Complete Season Four",Bye Bye Bye / I Want It That Way (Glee Cast Version),42,169426,False,0.595,0.903,7,-4.4,0,0.0315,0.0221,2.28e-06,0.0878,0.523,93.994,4,club
1615,3wgQhWu5ZuP5Ysgit4ti5E,Glee Cast;Adam Lambert,A Katy or a Gaga (Music from the Episode),Marry the Night (Glee Cast Version) (feat. Adam Lambert),46,220506,False,0.488,0.925,9,-5.871,0,0.0552,0.000444,5.35e-06,0.191,0.369,133.024,4,club
1616,5gKfjl3XR7Oqf07gkjwLQk,Glee Cast,The Quarterback,Seasons Of Love (Glee Cast Version),48,184480,False,0.605,0.507,1,-6.354,1,0.0259,0.618,1.92e-06,0.122,0.253,89.033,4,club
1617,6zpGlMguCiKeoUMMe4NUce,Power Glove,EP II,Motorcycle Cop,42,265280,False,0.78,0.953,1,-7.636,1,0.234,0.437,0.813,0.106,0.415,110.449,4,club
1618,5FSIL8tIIYIR2i7WzmuKm0,Glee Cast,"Glee: The Music, The Untitled Rachel Berry Project",All of Me (Glee Cast Version),41,270933,False,0.456,0.243,8,-8.664,1,0.035,0.885,0.0,0.112,0.492,125.983,4,club
1619,23qGKUIKmNsdISeLogDWuH,Glee Cast,"Glee: The Music, The Complete Season Two",Candles,17,171360,False,0.446,0.423,2,-8.175,1,0.0366,0.822,0.0,0.105,0.19,176.165,4,club
1620,0E5TS3JXZUilFvzRGIEDRX,Glee Cast,"Glee: The Music, The Complete Season Three",Good Riddance (Time Of Your Life) (Glee Cast Version),16,151280,False,0.345,0.351,7,-7.844,1,0.0343,0.713,0.0,0.0876,0.457,96.538,4,club
1621,1drsYftFGhmvy1duioAI1P,BlackGummy;Louis Vivet,Deep Bounce,Deep Bounce,15,348750,False,0.835,0.736,0,-8.8,1,0.0955,0.00314,0.0319,0.0706,0.214,127.948,4,club
1622,1N5sSLpAnV1hH3M5sB0UEK,Glee Cast,"Glee: The Music, The Complete Season Four",Don't Dream It's Over (Glee Cast Version),41,226733,False,0.399,0.602,3,-8.486,1,0.0348,0.341,2.3e-05,0.0808,0.287,164.067,4,club
1623,3GHjSHDeB2Qy5BwGuNAIgD,Glee Cast,"Glee: The Music, The Complete Season Two",Jar Of Hearts,44,246146,False,0.277,0.402,5,-5.964,1,0.031,0.856,0.0,0.469,0.16,74.193,4,club
1624,2z1DR0bNunlqbO3uPRwvYD,Glee Cast;Kate Hudson,Glee: The Music presents Glease,There Are Worse Things I Could Do (Glee Cast Version) (feat. Kate Hudson),48,141560,False,0.406,0.494,7,-5.84,1,0.0332,0.561,0.0,0.123,0.223,99.854,3,club
1625,40DIoG0pcfuFOZDjPioFQc,Glee Cast,"Glee: The Music, The Complete Season Three",I Want You Back (Glee Cast Version),40,160920,False,0.686,0.817,0,-5.306,1,0.0594,0.107,0.0,0.189,0.793,107.004,4,club
1626,4FzZjyygwM5zxIW3oTJRQI,Glee Cast,"Glee: The Music, The Complete Season Four",To Love You More (Glee Cast Version),43,265866,False,0.31,0.502,2,-6.438,1,0.0322,0.631,1.24e-06,0.132,0.0524,119.993,4,club
1627,07YdlRy1GxHXYYPdy6FMfW,Glee Cast,"Glee: The Music, The Complete Season Four",Mamma Mia (Glee Cast Version),43,213573,False,0.611,0.753,2,-5.064,1,0.0334,0.476,5.45e-06,0.304,0.33,137.974,4,club
1628,2vHWPXnIuNS1uc7Zq3LRV4,Glee Cast,"Glee: The Music, The Complete Season Four",Don't Speak (Glee Cast Version),45,260920,False,0.505,0.852,5,-5.122,0,0.0415,0.0048,0.0,0.115,0.464,77.062,4,club
1629,5do4uP7PRNeqZ1qDvDH5II,Gesaffelstein,Aleph,Trans,35,273600,False,0.669,0.924,9,-4.699,1,0.055,0.000108,0.898,0.123,0.0662,107.035,4,club
1630,1JIXDf3lK4fvrMr0EpUzlm,Kingdom,Vertical XL,Bank Head (feat. Kelela),15,260085,False,0.712,0.788,9,-6.911,1,0.0773,0.115,0.0248,0.0856,0.604,134.978,4,club
1631,6m7q23s4kruW0BPwJ6h68V,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),P.Y.T. (Pretty Young Thing),15,162440,False,0.682,0.954,9,-4.896,0,0.117,0.253,0.0,0.357,0.398,127.362,4,club
1632,0RziRXSj2ZHVLonxak2WLV,The Hit Parade,With Love From...,You Didn't Love Me Then,40,212440,False,0.473,0.562,4,-12.418,1,0.0401,0.0561,2.58e-05,0.125,0.677,81.724,4,club
1633,3yPJHSHFMrD7T1DjPXpvyT,Glee Cast,"Glee: The Music, The Complete Season Three",Saving All My Love For You (Glee Cast Version),36,231333,False,0.55,0.432,5,-7.121,1,0.0341,0.788,0.000215,0.105,0.401,197.547,3,club
1634,5fZE0TVp6FFesXodTd8Uvx,Glee Cast,Wrecking Ball (Glee Cast Version),Wrecking Ball (Glee Cast Version),39,219053,False,0.579,0.373,5,-7.003,1,0.0294,0.44,0.0,0.113,0.387,119.954,4,club
1635,09MQwsUkzi29VEQLsUBSvX,Glee Cast;Jonathan Groff,"Glee: The Music, Volume 3 Showstoppers",Hello (Glee Cast Version) (feat. Jonathan Groff),43,206040,False,0.586,0.3,7,-9.517,0,0.0335,0.813,0.0,0.117,0.319,121.755,4,club
1636,4cKQXhrbTBXBspQdrDeAPR,Kyle Edwards;DJ Smallz 732,"We Are Young, Vol. 5 (Jersey Club)",I Dont Want Your Number,15,82378,False,0.92,0.452,8,-9.494,0,0.201,0.193,0.0182,0.0574,0.814,139.999,4,club
1637,7FUNGlYkniRH0qhSHWU5HK,Glee Cast;Jonathan Groff,"Glee: The Music, The Power Of Madonna",Like A Virgin (Glee Cast Version) (feat. Jonathan Groff),45,195093,False,0.678,0.845,4,-3.05,0,0.0475,0.0651,0.0,0.0841,0.763,119.999,4,club
1638,7t0u2dbZoby5Y6yWXY2zYG,Glee Cast,"Glee: The Music, The Complete Season Four",Creep (Glee Cast Version),44,237266,False,0.329,0.54,5,-6.814,1,0.033,0.017,1.63e-05,0.176,0.137,184.572,4,club
1639,2JzWtF26a8dySdtK2iNIf8,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),Silly Love Songs,16,153493,False,0.508,0.752,0,-8.823,1,0.0521,0.435,0.0,0.939,0.381,124.949,4,club
1640,7f2heXmnd24lwz7ng32qZ1,Glee Cast,"Glee: The Music, The Complete Season Three",Santa Baby,16,151826,False,0.706,0.308,8,-7.35,1,0.0343,0.6,0.0,0.254,0.62,114.974,4,club
1641,176s8JW6yBZn0Nn1e8jgHX,Glee Cast,"Glee: The Music, The Complete Season Three",Forever Young (Glee Cast Version),15,234653,False,0.637,0.272,0,-8.468,1,0.0263,0.826,0.0,0.0958,0.179,97.036,4,club
1642,5Wrd7eU7jcJPoZEU1Z26ow,Gost,Behemoth,Genesee Avenue,43,232820,False,0.619,0.945,10,-1.417,0,0.0639,0.000118,0.896,0.161,0.34,133.015,4,club
1643,3ElRruui1pSlpqr5mLTn4y,Glee Cast,"Glee: The Music, The Complete Season Two",Back To Black,46,239306,False,0.538,0.721,4,-4.641,0,0.0534,0.2,0.000337,0.332,0.33,123.421,4,club
1644,2Zk1727EP6wYTFwoCkJcQq,Kyle Edwards;DJ Smallz 732,"We Are Young, Vol. 3",Make It Bounce,15,100414,False,0.912,0.436,1,-12.266,1,0.107,0.111,0.262,0.104,0.409,133.992,4,club
1645,4VlWvWf3gOF2yZ0SOyUCtX,Glee Cast,"Glee: The Music, The Complete Season Four",Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),45,219040,False,0.401,0.177,1,-11.218,1,0.0359,0.938,8.49e-05,0.121,0.449,111.648,4,club
1646,04ugzFDYcsvp9ssHo0L2QQ,Glee Cast,"Glee: The Music, The Complete Season Four",A Thousand Years (Glee Cast Version),37,306786,False,0.409,0.35,10,-8.025,1,0.0275,0.75,0.0,0.114,0.126,139.876,3,club
1647,6ouvBZsyhSLdDlAscP5tfA,Allo Darlin',Allo Darlin',What Will Be Will Be,15,217706,False,0.61,0.234,0,-15.176,1,0.0385,0.851,7.73e-05,0.129,0.156,138.705,4,club
1648,12e1plmZmOAQa88YmwCWAX,Glee Cast,"Glee: The Music, Homecoming",Problem (Glee Cast Version),40,194213,False,0.721,0.774,4,-6.063,1,0.139,0.0132,1.83e-06,0.303,0.719,103.057,4,club
1649,2hhFpD32iXUd4GaCu6T4wn,Jon Lajoie,You Want Some of This?,Everyday Normal Guy 2,75,195693,True,0.823,0.731,3,-4.273,1,0.307,0.42,0.0,0.306,0.876,90.302,4,comedy
1650,2KldK81uQyPpbJLwEekaLQ,Jon Lajoie,You Want Some of This?,Everyday Normal Guy,52,201493,True,0.662,0.721,7,-4.726,1,0.316,0.284,0.0,0.106,0.69,169.914,4,comedy
1651,0uguTAc0yJY2vfmqiuYoob,Pink Guy,Pink Season,セックス大好き,51,142760,True,0.804,0.676,9,-3.749,1,0.236,0.102,0.0,0.235,0.485,89.984,4,comedy
1652,5IJbTPhcj0IjdzUaYqwe2I,Pink Guy,Pink Season,Stfu,56,224493,True,0.827,0.524,10,-9.819,1,0.0536,0.552,0.000112,0.198,0.356,136.785,4,comedy
1653,1j8bp1BNjMxUJV7nLkSUrb,Pink Guy,Pink Season,Fried Noodles,54,170946,True,0.58,0.552,0,-8.877,1,0.456,0.892,0.0,0.182,0.807,158.002,4,comedy
1654,2SmXJEhm1yJvXK6Hx4XAYT,Pink Guy,Pink Season,Help,51,165040,True,0.837,0.554,2,-10.165,1,0.109,0.734,5.6e-05,0.129,0.676,117.012,4,comedy
1655,1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),74,328666,True,0.927,0.367,1,-7.797,2,0.382,0.325,0.0,0.132,0.576,99.053,4,comedy
1656,3IQSYqnKsCTMLWn2xE3HFT,The Lonely Island;T-Pain,Incredibad,I'm On A Boat,59,156266,True,0.623,0.871,2,-2.403,1,0.239,0.0465,0.0,0.111,0.653,150.079,4,comedy
1657,0Dfctnkk9xIikDKJ06uwzo,Pink Guy,Pink Season,She's So Nice,64,163493,True,0.828,0.577,1,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339,4,comedy
1658,2NiRVgM1SIqilCMRdLea8l,Ron White,A Little Unprofessional,Love,29,191858,True,0.516,0.423,6,-20.212,1,0.955,0.934,0.0,0.62,0.239,177.931,1,comedy
